NACA 0012 (Example)
  0.000000    0.000000
  0.001027    0.005632
  0.004105    0.011100
  0.009220    0.016391
  0.016353    0.021488
  0.025472    0.026371
  0.036542    0.031017
  0.049516    0.035400
  0.064341    0.039493
  0.080956    0.043271
  0.099293    0.046708
  0.119277    0.049782
  0.140825    0.052472
  0.163850    0.054764
  0.188255    0.056645
  0.213942    0.058110
  0.240804    0.059156
  0.268731    0.059788
  0.297608    0.060016
  0.327317    0.059853
  0.357736    0.059317
  0.388740    0.058430
  0.420200    0.057217
  0.451988    0.055705
  0.483974    0.053923
  0.516026    0.051901
  0.548012    0.049670
  0.579800    0.047259
  0.611260    0.044698
  0.642264    0.042017
  0.672683    0.039244
  0.702392    0.036406
  0.731269    0.033529
  0.759196    0.030640
  0.786058    0.027762
  0.811745    0.024921
  0.836150    0.022140
  0.859175    0.019442
  0.880723    0.016851
  0.900707    0.014389
  0.919044    0.012079
  0.935659    0.009943
  0.950484    0.008002
  0.963458    0.006274
  0.974528    0.004779
  0.983647    0.003531
  0.990780    0.002546
  0.995895    0.001835
  0.998973    0.001404
  1.000000    0.001260
  1.000000   -0.001260
  0.998973   -0.001404
  0.995895   -0.001835
  0.990780   -0.002546
  0.983647   -0.003531
  0.974528   -0.004779
  0.963458   -0.006274
  0.950484   -0.008002
  0.935659   -0.009943
  0.919044   -0.012079
  0.900707   -0.014389
  0.880723   -0.016851
  0.859175   -0.019442
  0.836150   -0.022140
  0.811745   -0.024921
  0.786058   -0.027762
  0.759196   -0.030640
  0.731269   -0.033529
  0.702392   -0.036406
  0.672683   -0.039244
  0.642264   -0.042017
  0.611260   -0.044698
  0.579800   -0.047259
  0.548012   -0.049670
  0.516026   -0.051901
  0.483974   -0.053923
  0.451988   -0.055705
  0.420200   -0.057217
  0.388740   -0.058430
  0.357736   -0.059317
  0.327317   -0.059853
  0.297608   -0.060016
  0.268731   -0.059788
  0.240804   -0.059156
  0.213942   -0.058110
  0.188255   -0.056645
  0.163850   -0.054764
  0.140825   -0.052472
  0.119277   -0.049782
  0.099293   -0.046708
  0.080956   -0.043271
  0.064341   -0.039493
  0.049516   -0.035400
  0.036542   -0.031017
  0.025472   -0.026371
  0.016353   -0.021488
  0.009220   -0.016391
  0.004105   -0.011100
  0.001027   -0.005632
  0.000000    0.000000
